mp_id,full_name,club,mandate_status,district_number,office_name,street,postal_code,city,voivodeship,phone,email,raw_address
134,Marcin Horała,PiS,aktywny,26,*Biuro Poselskie Marcina Horały,ul. Abrahama 10 lok. 6,81-352,Gdynia,pomorskie,tel. 500 744 560,biuro@horala.pl,ul. Abrahama 10 lok. 6 | 81-352 Gdynia | woj. pomorskie
134,Marcin Horała,PiS,aktywny,26,Biuro Poselskie Parlamentarzystów Prawa i Sprawiedliwości,Plac Wolności 7,77-300,Człuchów,pomorskie,,,Plac Wolności 7 | 77-300 Człuchów | woj. pomorskie
134,Marcin Horała,PiS,aktywny,26,Biuro Poselskie Parlamentarzystów Prawa i Sprawiedliwości,ul. Kazimierza Wielkiego 29,77-200,Miastko,pomorskie,,,ul. Kazimierza Wielkiego 29 | 77-200 Miastko | woj. pomorskie
134,Marcin Horała,PiS,aktywny,26,Biuro Poselskie Parlamentarzystów Prawa i Sprawiedliwości,ul. Rynek 2 lok. 6,83-300,Kartuzy,pomorskie,,,ul. Rynek 2 lok. 6 | 83-300 Kartuzy | woj. pomorskie
135,Łukasz Horbatowski,KO,aktywny,1,*Łukasz Horbatowski Poseł Zagłębia Miedziowego,ul. Balwierska 33,67-200,Głogów,dolnośląskie,tel. 786 343 426,biuro.posla.horbatowskiego@gmail.com,ul. Balwierska 33 | 67-200 Głogów | woj. dolnośląskie
136,Paweł Hreniak,PiS,aktywny,3,*Biuro Poselskie Posła Pawła Hreniaka,Plac Solidarności 1/3/5 lok. 423,53-661,Wrocław,dolnośląskie,,biuro.hreniak@gmail.com,Plac Solidarności 1/3/5 lok. 423 | 53-661 Wrocław | woj. dolnośląskie
136,Paweł Hreniak,PiS,aktywny,3,Filia Biura Poselskiego Posła Pawła Hreniaka,ul. Mikołaja Reja 10 lok. 9,56-400,Oleśnica,dolnośląskie,,biuro.hreniak@gmail.com,ul. Mikołaja Reja 10 lok. 9 | 56-400 Oleśnica | woj. dolnośląskie
137,Paweł Jabłoński,PiS,aktywny,30,*Biuro Poselskie - Paweł Jabłoński,ul. Długa 29 lok. 1-2,47-400,Racibórz,śląskie,tel. 795 961 763,biuro.pjablonski@gmail.com,ul. Długa 29 lok. 1-2 | 47-400 Racibórz | woj. śląskie
137,Paweł Jabłoński,PiS,aktywny,30,Biuro Posła Pawła Jabłońskiego,ul. Księżnej Konstancji 15,44-310,Wodzisław Śląski,śląskie,tel. 795 961 763,biuro.pjablonski@gmail.com,ul. Księżnej Konstancji 15 | 44-310 Wodzisław Śląski | woj. śląskie
138,Klaudia Jachira,KO,aktywny,19,*Biuro Poselskie Klaudii Jachiry,ul. Nowy Świat 41A lok. 64,00-042,Warszawa,mazowieckie,tel. 690-001-386,klaudia.jachira@sejm.pl,ul. Nowy Świat 41A lok. 64 | 00-042 Warszawa | woj. mazowieckie
139,Marek Jakubiak,Republikanie,aktywny,19,*Biuro Poselskie Marek Jakubiak,Al. Waszyngtona 30/36,03-910,Warszawa,mazowieckie,"tel. 798 454 016,(22) 896 75 85",kontakt@nocnepolakowrozmowy.pl,Al. Waszyngtona 30/36 | 03-910 Warszawa | woj. mazowieckie
139,Marek Jakubiak,Republikanie,aktywny,19,Biuro Poselskie Marka Jakubiaka,ul. Norwida 3,59-600,Lwówek,dolnośląskie,,,ul. Norwida 3 | 59-600 Lwówek | woj. dolnośląskie
140,Maria Małgorzata Janyska,KO,aktywny,38,*Biuro Poselskie Posłanki na Sejm RP Marii Janyska,ul. Ogrodowa 25,64-700,Czarnków,wielkopolskie,"tel. (67) 262 93 59,781 808 069",biuro@mjanyska.pl,ul. Ogrodowa 25 | 64-700 Czarnków | woj. wielkopolskie
140,Maria Małgorzata Janyska,KO,aktywny,38,Biuro Poselskie Posłanki na Sejm RP Marii Janyska,ul. Czynu 600-lecia 4,64-400,Międzychód,wielkopolskie,"tel. (67) 262 93 59,781 808 069",biuro@mjanyska.pl,ul. Czynu 600-lecia 4 | 64-400 Międzychód | woj. wielkopolskie
140,Maria Małgorzata Janyska,KO,aktywny,38,Biuro Poselskie Posłanki na Sejm RP Marii Janyska,ul. Dąbrowskiego 8,64-920,Piła,wielkopolskie,"tel. (67) 262 93 59,781 808 069",biuro@mjanyska.pl,ul. Dąbrowskiego 8 | 64-920 Piła | woj. wielkopolskie
141,Michał Jaros,KO,aktywny,3,*Biuro Poselskie Michała Jarosa,ul. Ruska 3 lok. 4,50-079,Wrocław,dolnośląskie,tel. 510 126 096,michal.jaros@sejm.pl,ul. Ruska 3 lok. 4 | 50-079 Wrocław | woj. dolnośląskie
141,Michał Jaros,KO,aktywny,3,Biuro Poselskie Michała Jarosa,ul. Kochanowskiego 5,56-400,Oleśnica,dolnośląskie,tel. 510 126 096,michal.jaros@sejm.pl,ul. Kochanowskiego 5 | 56-400 Oleśnica | woj. dolnośląskie
141,Michał Jaros,KO,aktywny,3,Biuro Poselskie Michała Jarosa,ul. M. J. Piłsudskiego 17a,56-100,Wołów,dolnośląskie,tel. 510 126 096,michal.jaros@sejm.pl,ul. M. J. Piłsudskiego 17a | 56-100 Wołów | woj. dolnośląskie
141,Michał Jaros,KO,aktywny,3,Biuro Poselskie Michała Jarosa,ul. Św. Jakuba 3,55-050,Sobótka,dolnośląskie,tel. 510 126 096,michal.jaros@sejm.pl,ul. Św. Jakuba 3 | 55-050 Sobótka | woj. dolnośląskie
141,Michał Jaros,KO,aktywny,3,Biuro Poselskie Michała Jarosa,ul. Kolejowa 7,56-420,Bierutów,dolnośląskie,tel. 510 126 096,michal.jaros@sejm.pl,ul. Kolejowa 7 | 56-420 Bierutów | woj. dolnośląskie
141,Michał Jaros,KO,aktywny,3,Biuro Poselskie Michała Jarosa,ul. Ignacego Daszyńskiego 42,55-100,Trzebnica,dolnośląskie,tel. 573 068 054,michal.jaros@sejm.pl,ul. Ignacego Daszyńskiego 42 | 55-100 Trzebnica | woj. dolnośląskie
142,Patryk Jaskulski,KO,aktywny,41,*Biuro Poselskie Patryka Jaskulskiego,Al. Papieża Jana Pawła II 44 lok. 4,70-415,Szczecin,zachodniopomorskie,tel. 694 421 276,biuro@patrykjaskulski.pl,Al. Papieża Jana Pawła II 44 lok. 4 | 70-415 Szczecin | woj. zachodniopomorskie
142,Patryk Jaskulski,KO,aktywny,41,Biuro Posła na Sejm RP Patryka Jaskulskiego,ul. Monte Cassino 16 lok. 1,72-600,Świnoujście,zachodniopomorskie,,biuro@patrykjaskulski.pl,ul. Monte Cassino 16 lok. 1 | 72-600 Świnoujście | woj. zachodniopomorskie
142,Patryk Jaskulski,KO,aktywny,41,Biuro Posła na Sejm RP Patryka Jaskulskiego,ul. Kościuszki 9,73-150,Łobez,zachodniopomorskie,tel. 694 421 276,biuro@patrykjaskulski.pl,ul. Kościuszki 9 | 73-150 Łobez | woj. zachodniopomorskie
143,Danuta Jazłowiecka,KO,aktywny,21,*Biuro Poselskie Danuty Jazłowieckiej,ul. Katowicka 55 lok. 2.12,45-061,Opole,opolskie,tel. 509 692 675,danuta.jazlowiecka@sejm.pl,ul. Katowicka 55 lok. 2.12 | 45-061 Opole | woj. opolskie
145,Marcin Józefaciuk,KO,aktywny,9,*Biuro Poselskie Marcina Józefaciuka,ul. Piotrkowska 85,90-423,Łódź,łódzkie,,biuroposelskie.mj@gmail.com,ul. Piotrkowska 85 | 90-423 Łódź | woj. łódzkie
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,*Biuro Poselskie Norberta Kaczmarczyka,ul. Parkowa 10,32-100,Proszowice,małopolskie,tel. 534 077 917,biuroposelskiekaczmarczyk@gmail.com,ul. Parkowa 10 | 32-100 Proszowice | woj. małopolskie
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,Biuro Poselskie Norberta Kaczmarczyka,ul. Wałowa 2,33-100,Tarnów,małopolskie,tel. 534-077-917,biuroposelskiekaczmarczyk@gmail.com,ul. Wałowa 2 | 33-100 Tarnów | woj. małopolskie
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,Biuro Poselskie Norberta Kaczmarczyka,ul. Rynek 7,32-840,Zakliczyn,małopolskie,tel. 534-077-917,biuroposelskiekaczmarczyk@gmail.com,ul. Rynek 7 | 32-840 Zakliczyn | woj. małopolskie
147,Filip Kaczyński,PiS,aktywny,12,*Biuro Poselskie Filipa Kaczyńskiego Posła na Sejm RP,Plac Jana Pawła II 8,34-100,Wadowice,małopolskie,"tel. 608-332-374,(33) 400-04-40",biuroposelskie.kaczynski@gmail.com,Plac Jana Pawła II 8 | 34-100 Wadowice | woj. małopolskie
148,Jarosław Kaczyński,PiS,aktywny,33,*Biuro Poselskie Jarosława Kaczyńskiego,Al. Jerozolimskie 125/127,02-017,Warszawa,mazowieckie,tel. (22) 622 91 55,jaroslaw.kaczynski@sejm.pl,Al. Jerozolimskie 125/127 | 02-017 Warszawa | woj. mazowieckie
148,Jarosław Kaczyński,PiS,aktywny,33,Biuro Poselskie Jarosława Kaczyńskiego-Filia,ul. Radomska 29 lok. 111,27-200,Starachowice,świętokrzyskie,,,ul. Radomska 29 lok. 111 | 27-200 Starachowice | woj. świętokrzyskie
149,Piotr Kaleta,PiS,aktywny,36,*Biuro Poselskie Piotra Kalety,ul. Pułaskiego 41,62-800,Kalisz,wielkopolskie,tel. 508 444 829,kaleta.biuroposelskie@wp.pl,ul. Pułaskiego 41 | 62-800 Kalisz | woj. wielkopolskie
149,Piotr Kaleta,PiS,aktywny,36,Biuro Poselskie Piotra Kalety,ul. Wały Żegockiego 2,64-000,Kościan,wielkopolskie,tel. 508 444 829,kaleta.biuroposelskie@wp.pl,ul. Wały Żegockiego 2 | 64-000 Kościan | woj. wielkopolskie
150,Sebastian Kaleta,PiS,aktywny,19,*Biuro Poselskie Posła Sebastiana Kalety,Plac Konstytucji 5 lok. 18,00-657,Warszawa,mazowieckie,tel. 504 140 944,sebastian.kaleta@sejm.pl,Plac Konstytucji 5 lok. 18 | 00-657 Warszawa | woj. mazowieckie
151,Mariusz Kałużny,PiS,aktywny,5,*Biuro Poselskie Mariusza Kałużnego,ul. Hallera 9 lok. 1,87-140,Chełmża,kujawsko-pomorskie,tel. 530 536 067,mariusz.kaluzny@sejm.pl,ul. Hallera 9 lok. 1 | 87-140 Chełmża | woj. kujawsko-pomorskie
153,Piotr Kandyba,KO,aktywny,20,*Biuro Poselskie Piotr Kandyba,ul. Warszawska 1,05-500,Piaseczno,mazowieckie,,,ul. Warszawska 1 | 05-500 Piaseczno | woj. mazowieckie
154,Jan Kanthak,PiS,aktywny,6,*Biuro Poselskie Posła na Sejm RP Jana Kanthaka,ul. Krakowskie Przedmieście 19,20-002,Lublin,lubelskie,tel. 600 531 216,biurojankanthak@gmail.com,ul. Krakowskie Przedmieście 19 | 20-002 Lublin | woj. lubelskie
155,Fryderyk Sylwester Kapinos,PiS,aktywny,23,*Biuro Poselskie Fryderyka Kapinosa,ul. Obrońców Pokoju 6,39-300,Mielec,podkarpackie,tel. (17) 788 48 20,,ul. Obrońców Pokoju 6 | 39-300 Mielec | woj. podkarpackie
155,Fryderyk Sylwester Kapinos,PiS,aktywny,23,Biuro Poselskie Fryderyka Kapinosa,ul. Rynek 11,39-220,Pilzno,podkarpackie,tel. (17) 788 48 20,Fryderyk.Kapinos@sejm.pl,ul. Rynek 11 | 39-220 Pilzno | woj. podkarpackie
156,Jacek Karnowski,KO,aktywny,25,*Biuro Poselskie Jacka Karnowskiego,ul. Bohaterów Monte Cassino 25 lok. 26,81-767,Sopot,pomorskie,tel. 698 072 569,,ul. Bohaterów Monte Cassino 25 lok. 26 | 81-767 Sopot | woj. pomorskie
157,Iwona Karolewska,KO,aktywny,4,*Biuro Poselskie Posłanki Iwony Karolewskiej,ul. Wojska Polskiego 81,86-105,Świecie,kujawsko-pomorskie,tel. 573 307 353,karolewska.iwona@outlook.com,ul. Wojska Polskiego 81 | 86-105 Świecie | woj. kujawsko-pomorskie
157,Iwona Karolewska,KO,aktywny,4,Biuro Poselskie Posłanki Iwony Karolewskiej,ul. Świecka 15,89-500,Tuchola,kujawsko-pomorskie,tel. 573 307 353,karolewska.iwona@outlook.com,ul. Świecka 15 | 89-500 Tuchola | woj. kujawsko-pomorskie
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,*Biuro Poselskie Rafała Kasprzyka,ul. Jana Pawła II 13 lok. 22,25-025,Kielce,świętokrzyskie,tel. 885-193-171,biuro@rkasprzyk.com,ul. Jana Pawła II 13 lok. 22 | 25-025 Kielce | woj. świętokrzyskie
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,Biuro Poselskie Rafała Kasprzyka,ul. Sienkiewicza 55,27-400,Ostrowiec Świętokrzyski,świętokrzyskie,tel. 885 193 171,biuro@rkasprzyk.com,ul. Sienkiewicza 55 | 27-400 Ostrowiec Świętokrzyski | woj. świętokrzyskie
159,Henryk Kiepura,PSL-TD,aktywny,28,*Biuro Poselskie Posła na Sejm RP Henryk Kiepura,ul. 11 Listopada 4,42-100,Kłobuck,śląskie,,biuro.henrykkiepura@interia.pl,ul. 11 Listopada 4 | 42-100 Kłobuck | woj. śląskie
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,*Biuro Poselskie Katarzyna Kierzek Koperska,ul. Zwierzyniecka 13,60-813,Poznań,wielkopolskie,,kontakt@katarzynakierzekkoperska.pl,ul. Zwierzyniecka 13 | 60-813 Poznań | woj. wielkopolskie
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,Biuro Poselskie Katarzyna Kierzek Koperska,ul. Poznańska 101,62-080,Tarnowo Podgórne,wielkopolskie,tel. (61) 842 72 23,kontakt@katarzynakierzekkoperska.pl,ul. Poznańska 101 | 62-080 Tarnowo Podgórne | woj. wielkopolskie
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,Biuro Poselskie Katarzyna Kierzek-Koperska,ul. Rynek 2 lok. 3,62-020,Swarzędz,wielkopolskie,tel. (61) 842 72 23,kontakt@katarzynakierzekkoperska.pl,ul. Rynek 2 lok. 3 | 62-020 Swarzędz | woj. wielkopolskie
162,Dariusz Klimczak,PSL-TD,aktywny,10,*Biuro Poselskie Dariusza Klimczaka,ul. Graniczna 9 lok. 24,97-200,Tomaszów Mazowiecki,łódzkie,tel. 780 532 232,posel.klimczak@gmail.com,ul. Graniczna 9 lok. 24 | 97-200 Tomaszów Mazowiecki | woj. łódzkie
162,Dariusz Klimczak,PSL-TD,aktywny,10,Biuro Poselskie Dariusza Klimczaka,ul. Kościuszki 6 lok. 114,97-500,Radomsko,łódzkie,tel. 780 532 232,posel.klimczak@gmail.com,ul. Kościuszki 6 lok. 114 | 97-500 Radomsko | woj. łódzkie
162,Dariusz Klimczak,PSL-TD,aktywny,10,Biuro Poselskie Dariusza Klimczaka,ul. Kościuszki 5 lok. 14,96-200,Rawa Mazowiecka,łódzkie,tel. 780 532 232,posel.klimczak@gmail.com,ul. Kościuszki 5 lok. 14 | 96-200 Rawa Mazowiecka | woj. łódzkie
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,*Biuro Poselskie Joanny Kluzik-Rostkowskiej,ul. Reymonta 32/34 lok. 9,26-800,Białobrzegi,mazowieckie,tel. 721 333 533,joanna.kluzik-rostkowska@sejm.pl,ul. Reymonta 32/34 lok. 9 | 26-800 Białobrzegi | woj. mazowieckie
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,*Biuro Poselskie Posła na Sejm RP Agnieszki Kłopotek,ul. Dworcowa 87 lok. 14,85-009,Bydgoszcz,kujawsko-pomorskie,tel. 694 579 866,biuro.bydgoszcz@psl.org.pl,ul. Dworcowa 87 lok. 14 | 85-009 Bydgoszcz | woj. kujawsko-pomorskie
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,Biuro Poselskie Agnieszki Kłopotek,ul. Świecka 15,89-500,Tuchola,kujawsko-pomorskie,tel. 694 579 866,biuro.agnieszkaklopotek@gmail.com,ul. Świecka 15 | 89-500 Tuchola | woj. kujawsko-pomorskie
165,Łukasz Kmita,PiS,aktywny,12,*Biuro Poselskie Posła na Sejm RP Łukasza Kmity,ul. Rynek 16,32-500,Chrzanów,małopolskie,tel. 733 717 171,biuro.lukaszkmita@outlook.com,ul. Rynek 16 | 32-500 Chrzanów | woj. małopolskie
165,Łukasz Kmita,PiS,aktywny,12,Biuro Poselskie Posła na Sejm RP Łukasza Kmity - Filia w Trzebini,ul. Rynek 21,32-540,Trzebinia,małopolskie,tel. 733 717 171,biuro.lukaszkmita@outlook.com,ul. Rynek 21 | 32-540 Trzebinia | woj. małopolskie
165,Łukasz Kmita,PiS,aktywny,12,Małopolskie Biuro Poselsko-Senatorskie Prawa i Sprawiedliwości w Krakowie,ul. Retoryka 7 lok. 1,31-108,Kraków,małopolskie,tel. 733 717 171,biuro.lukaszkmita@outlook.com,ul. Retoryka 7 lok. 1 | 31-108 Kraków | woj. małopolskie
167,Maria Koc,PiS,aktywny,18,*Biuro Poselskie Marii Koc,ul. Rynek Mariacki 23 lok. 24,07-100,Węgrów,mazowieckie,tel. (25) 675-76-97,,ul. Rynek Mariacki 23 lok. 24 | 07-100 Węgrów | woj. mazowieckie
168,Ewa Kołodziej,KO,aktywny,31,*Biuro Poselskie Posła na Sejm RP Ewy Kołodziej,ul. Stalmacha 17,40-058,Katowice,śląskie,"tel. 508-304-917,(32) 257-00-01",ewa.kolodziej@sejm.pl,ul. Stalmacha 17 | 40-058 Katowice | woj. śląskie
168,Ewa Kołodziej,KO,aktywny,31,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,,,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
169,Magdalena Małgorzata Kołodziejczak,KO,aktywny,25,*Biuro Poselskie Magdalena Kołodziejczak,ul. Chopina 28,83-000,Pruszcz Gdański,pomorskie,tel. 780 716 627,biuro@kolodziejczakmagdalena.pl,ul. Chopina 28 | 83-000 Pruszcz Gdański | woj. pomorskie
170,Michał Kołodziejczak,KO,aktywny,37,*Biuro Poselskie Michała Kołodziejczaka,Aleje 1 Maja 8 lok. 2,62-510,Konin,wielkopolskie,tel. 786 442 945,biuro@michalkolodziejczak.com,Aleje 1 Maja 8 lok. 2 | 62-510 Konin | woj. wielkopolskie
170,Michał Kołodziejczak,KO,aktywny,37,Biuro Poselskie Michała Kołodziejczaka,ul. Chrobrego 1,62-200,Gniezno,wielkopolskie,tel. 786 442 945,biuro@michalkolodziejczak.com,ul. Chrobrego 1 | 62-200 Gniezno | woj. wielkopolskie
171,Rafał Komarewicz,Polska2050-TD,aktywny,13,*Biuro Poselskie Rafała Komarewicz,ul. Józefa Brodowicza 8 lok. 1,31-518,Kraków,małopolskie,tel. 519 537 120,biuroposelskie@komarewicz.pl,ul. Józefa Brodowicza 8 lok. 1 | 31-518 Kraków | woj. małopolskie
172,Maciej Konieczny,Razem,aktywny,31,*Biuro Poselskie Macieja Koniecznego,ul. Andrzeja 13 lok. 1,40-061,Katowice,śląskie,tel. 570 150 002,m.konieczny@partiarazem.pl,ul. Andrzeja 13 lok. 1 | 40-061 Katowice | woj. śląskie
172,Maciej Konieczny,Razem,aktywny,31,Biuro Poselskie Macieja Koniecznego,ul. Nowy Świat 27,00-029,Warszawa,mazowieckie,tel. 570 150 002,maciej.konieczny@sejm.pl,ul. Nowy Świat 27 | 00-029 Warszawa | woj. mazowieckie
173,Zbigniew Konwiński,KO,aktywny,26,*Biuro Poselskie Zbigniewa Konwińskiego,ul. Sienkiewicza 20,76-200,Słupsk,pomorskie,tel. (59) 842 20 32,zbigniew.konwinski@sejm.pl,ul. Sienkiewicza 20 | 76-200 Słupsk | woj. pomorskie
173,Zbigniew Konwiński,KO,aktywny,26,Biuro Poselskie Zbigniewa Konwińskiego,ul. Piłsudskiego 3,76-270,Ustka,pomorskie,,,ul. Piłsudskiego 3 | 76-270 Ustka | woj. pomorskie
173,Zbigniew Konwiński,KO,aktywny,26,Biuro Poselskie Zbigniewa Konwińskiego,ul. Dworzec 2,77-100,Bytów,pomorskie,,,ul. Dworzec 2 | 77-100 Bytów | woj. pomorskie
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,*Biuro Poselskie Posła na Sejm RP Władysława Kosiniaka-Kamysza,ul. Piłsudskiego 5,33-100,Tarnów,małopolskie,tel. (14) 6211321,marczykz@poczta.onet.pl,ul. Piłsudskiego 5 | 33-100 Tarnów | woj. małopolskie
175,Tomasz Kostuś,KO,aktywny,21,*Tomasz Kostuś Poseł na Sejm RP Biuro Poselskie,ul. Katowicka 55,45-061,Opole,opolskie,tel. 509 030 141,poselkostus@gmail.com,ul. Katowicka 55 | 45-061 Opole | woj. opolskie
176,Andrzej Kosztowniak,PiS,aktywny,17,*Biuro Poselskie Posła RP Andrzeja Kosztowniaka,ul. Grzecznarowskiego 2 lok. 42,26-600,Radom,mazowieckie,tel. 508 945 379,kontakt@kosztowniak.radom.pl,ul. Grzecznarowskiego 2 lok. 42 | 26-600 Radom | woj. mazowieckie
177,Katarzyna Kotula,Lewica,aktywny,25,*Biuro Poselskie Katarzyna Kotula,ul. Gdyńskich Kosynierów 11,80-866,Gdańsk,pomorskie,tel. 606 916 104,biuro@katarzynakotula.pl,ul. Gdyńskich Kosynierów 11 | 80-866 Gdańsk | woj. pomorskie
177,Katarzyna Kotula,Lewica,aktywny,25,Biuro Poselskie Katarzyny Kotuli w Gardei,ul. Kwidzyńska 28,82-520,Gardeja,pomorskie,tel. 669 512 005,biuro@katarzynakotula.pl,ul. Kwidzyńska 28 | 82-520 Gardeja | woj. pomorskie
177,Katarzyna Kotula,Lewica,aktywny,25,Biuro Poselskie Katarzyny Kotuli w Gryfinie,ul. Grunwaldzka 1 lok. 1,74-100,Gryfino,zachodniopomorskie,,,ul. Grunwaldzka 1 lok. 1 | 74-100 Gryfino | woj. zachodniopomorskie
177,Katarzyna Kotula,Lewica,aktywny,25,Biuro Poselskie Katarzyny Kotuli w Kwidzynie,ul. Braterstwa Narodów 46,82-500,Kwidzyń,pomorskie,tel. 883 866 055,biuro@katarzynakotula.pl,ul. Braterstwa Narodów 46 | 82-500 Kwidzyń | woj. pomorskie
177,Katarzyna Kotula,Lewica,aktywny,25,Biuro Poselskie Katarzyny Kotuli w Sztumie,ul. Adama Mickiewicza 39,82-400,Sztum,pomorskie,tel. 606 916 104,biuro@katarzynakotula.pl,ul. Adama Mickiewicza 39 | 82-400 Sztum | woj. pomorskie
178,Paweł Kowal,KO,aktywny,23,*Biuro Posła na Sejm RP Pawła Kowala,ul. Kraszewskiego 1,35-016,Rzeszów,podkarpackie,tel. 574 470 394,biuropawelkowal@gmail.com,ul. Kraszewskiego 1 | 35-016 Rzeszów | woj. podkarpackie
178,Paweł Kowal,KO,aktywny,23,Biuro Posła na Sejm RP Pawła Kowala,ul. Flory 5 lok. 2,00-586,Warszawa,mazowieckie,tel. 574 470 394,biuropawelkowal@gmail.com,ul. Flory 5 lok. 2 | 00-586 Warszawa | woj. mazowieckie
179,Henryk Kowalczyk,PiS,aktywny,18,*Biuro Poselskie Posła Henryka Kowalczyka,ul. Stare Miasto 9,06-100,Pułtusk,mazowieckie,tel. (23) 692 68 91,,ul. Stare Miasto 9 | 06-100 Pułtusk | woj. mazowieckie
180,Janusz Kowalski,PiS,aktywny,21,*Biuro Poselskie Janusza Kowalskiego,ul. Żeromskiego 16,22-400,Zamość,lubelskie,tel. 667 664 545,kontakt@januszkowalski.pl,ul. Żeromskiego 16 | 22-400 Zamość | woj. lubelskie
181,Bartosz Józef Kownacki,PiS,aktywny,4,*Biuro Poselskie Posła Bartosza Kownackiego,ul. Wełniany Rynek 11 lok. 7,85-036,Bydgoszcz,kujawsko-pomorskie,tel. 796 591 222,bpkownacki@wp.pl,ul. Wełniany Rynek 11 lok. 7 | 85-036 Bydgoszcz | woj. kujawsko-pomorskie
181,Bartosz Józef Kownacki,PiS,aktywny,4,Biuro Poselskie Posła Bartosza Kownackiego,Plac Wolności 5B,89-400,Sępólno Krajeńskie,kujawsko-pomorskie,tel. 604 301 518,bpkownacki@wp.pl,Plac Wolności 5B | 89-400 Sępólno Krajeńskie | woj. kujawsko-pomorskie
181,Bartosz Józef Kownacki,PiS,aktywny,4,Biuro Poselskie Posła Bartosza Kownackiego,ul. Szeroka 1,88-430,Janowiec Wielkopolski,kujawsko-pomorskie,tel. 516 408 630,bpkownacki@wp.pl,ul. Szeroka 1 | 88-430 Janowiec Wielkopolski | woj. kujawsko-pomorskie
182,Iwona Maria Kozłowska,KO,aktywny,4,*Biuro Poselskie Iwony Kozłowskiej,ul. Dworcowa 87 lok. 3,85-009,Bydgoszcz,kujawsko-pomorskie,tel. 510 474 377,bydgoszcz@iwonakozlowska.pl,ul. Dworcowa 87 lok. 3 | 85-009 Bydgoszcz | woj. kujawsko-pomorskie
182,Iwona Maria Kozłowska,KO,aktywny,4,Biuro Poselskie Iwona Kozłowska,ul. Orzeszkowej 8,89-400,Sępólno Krajeńskie,kujawsko-pomorskie,tel. 510 474 377,bydgoszcz@iwonakozlowska.pl,ul. Orzeszkowej 8 | 89-400 Sępólno Krajeńskie | woj. kujawsko-pomorskie
182,Iwona Maria Kozłowska,KO,aktywny,4,Biuro Poselskie Iwona Kozłowska,ul. 3 Maja 17,89-200,Szubin,kujawsko-pomorskie,tel. 889 059 008,szubin@iwonakozlowska.pl,ul. 3 Maja 17 | 89-200 Szubin | woj. kujawsko-pomorskie
183,Stefan Krajewski,PSL-TD,aktywny,24,*Biuro Poselskie Posła Stefana Krajewskiego,ul. Mazowiecka 12 lok. 1,18-300,Zambrów,podlaskie,tel. 570 924 872,skrajewski.psl@gmail.com,ul. Mazowiecka 12 lok. 1 | 18-300 Zambrów | woj. podlaskie
183,Stefan Krajewski,PSL-TD,aktywny,24,Biuro Poselskie Posła na Sejm RP Stefana Krajewskiego,ul. Polowa 53,18-400,Łomża,podlaskie,tel. 570 924 872,stefan.krajewski@sejm.pl,ul. Polowa 53 | 18-400 Łomża | woj. podlaskie
183,Stefan Krajewski,PSL-TD,aktywny,24,Biuro Poselskie Posła Stefana Krajewskiego,ul. Sienkiewicza 22 lok. 5,15-092,Białystok,podlaskie,tel. 570 924 872,skrajewski.psl@gmail.com,ul. Sienkiewicza 22 lok. 5 | 15-092 Białystok | woj. podlaskie
184,Wiesław Krajewski,PiS,aktywny,15,*Biuro Poselskie Posła na Sejm RP Wiesława Krajewskiego,ul. Spadowa 8,33-200,Dąbrowa Tarnowska,małopolskie,tel. (14) 655 15 13,biuro.poselskie@wkrajewski.pl,ul. Spadowa 8 | 33-200 Dąbrowa Tarnowska | woj. małopolskie
184,Wiesław Krajewski,PiS,aktywny,15,Biuro Poselskie Posła na Sejm RP Wiesława Krajewskiego,ul. Kazimierza Wielkiego 22,32-700,Bochnia,małopolskie,"tel. 731 230 350,(14) 655 15 13",biuro.poselskie@wkrajewski.pl,ul. Kazimierza Wielkiego 22 | 32-700 Bochnia | woj. małopolskie
185,Leonard Krasulski,PiS,aktywny,34,*Biuro Poselskie PIS Poseł Leonard Krasulski,ul. 1 Maja 2,82-300,Elbląg,warmińsko-mazurskie,tel. (55) 641-58-99,biuro-elblag@wp.pl,ul. 1 Maja 2 | 82-300 Elbląg | woj. warmińsko-mazurskie
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,*Biuro Poselskie Posła Na Sejm RP Iwony Krawczyk,ul. Broniewskiego 24,58-400,Kamienna Góra,dolnośląskie,tel. 509 494 923,biuroposelskie.iwonakrawczyk@gmail.com,ul. Broniewskiego 24 | 58-400 Kamienna Góra | woj. dolnośląskie
